review_date,review_rating,review_title,review_text,verified_purchase
2019-02-04,5,Mmmm,"If you want a sweet rich chocolate ice cream, this will hit the spot.",False
2019-02-14,1,Not impressed,"Bought these thinking they were the ordinary simple cleansing wipes as the packaging is the same. Even as exfoliating wipes, do not find them good. They are quite dry (the actual wipes are dry - i don't mean they leave my skin dry!) Not a good product.",False
2019-02-05,5,Preserves the integrity of my skin,"I have MS and my skin can get burnt fron bladder weakness, using the oil gel keeps my skin protected better than any other product plus it smells nice.",False
2019-02-05,5,Shower Gel,"Very good product, excellent for every day use.",False
2019-02-05,5,Good Quality Shower Gel,"This shower gel smells very nice and is quite thick, not runny like some other gels. I would definitely buy this again.",False
2019-02-05,4,Recycled Plastic,"Great product, very concentrated and good lingering fragrance. The bonus is the bottle is made from 100 percent recycled plastic.",False
2019-02-05,5,Delicious Fun Chocolate Ice Cream,"All the family love it! Great chocolate ice cream and the kids enjoyed finding the fish! Won't last long in this household, a wonderful treat.",False
2019-02-05,5,Yum!,Everyone loved this. Will buy again.,False
2019-02-05,2,Formula change :(,"I've been using this moisturiser daily for 5+ years and it's always been great for the price. However a recent formula change means that it now stings slightly to apply, and has caused dermatitis to flare up around my eyes. I've compared the ingredients from before and think it's possibly due to the inclusion of 2-bromo-2-nitropropane-1,3-diol. Dissapoiting as was always super reliable before, even for my picky skin. Hopefully they'll change the formula back otherwise I won't be buying it again",False
2019-02-05,5,Perfect,I just try this product and so happy with it. It makes my hair so soft,False
2019-02-06,5,brill,"Wow i love this so much,the smell is amazing and it lingers on your skin for a while as ive notice with other cream it dont,i love that it is non greasy when applying it too which is another good thing,and i love it because this is the only cream ive found that works and helps with my dry skin that i get in patches on my face,just brill. [This review was collected as part of a promotion.]",False
2019-02-06,5,Lovely feel afterwards,"I would very much recommend this product, after using it my skin feels so soft and smooth. I believe if I continued to use this long term I would see massive benefits. The bottle is huge, so would last you a long time. [This review was collected as part of a promotion.]",False
2019-02-06,5,Gentle and moisturising,"This product is not what I would have bought. Although I like Vaseline products, this one has never appealed to me. The smell is really nice and the product goes onto the skin really well. It soaks in really nicely and doesn't leave a residue like some products do. [This review was collected as part of a promotion.]",False
2019-02-06,5,My hands feel lovely after use,"This product smells gorgeous. I have used this in the kitchen, and will certainly buy in the future. A great hand wash, lathers well, and non drying to the skin.",False
2019-02-06,2,stinging deoderant,My husband used this deoderant and found on application was very uncomfortable under arms with a stinging sensation for quite some while after use.,False
2019-02-06,1,Didn't work,I poured this in kitchen sink drain and left it overnight. Drainage no better in the morning. Then got Essential Waitrose drain unblocker a few days later and it did the job!,False
2019-02-06,4,yummy!,If you like chocolate icecream then this is a good one! Good texture as well,False
2019-02-06,4,No GMO.... YUM,Lovely creamy with good chocolate flavour. Contains no GMO,False
2019-02-08,2,Since formula change it can cause scratches,"I have always used Cif and thought it a great product. However, now the micro granules in it are no long plastic you have to be careful where you use it as it does cause fine scratches - be wary of using on stainless steel.",False
2019-02-06,1,chicken stockpots,why change what was great - no option for no starts,False
2019-02-08,5,Wonderful flavour,This is the best stock ever-unless you make your own! Gravy is richer and has a wonderful flavour. Wouldn't be without it.,False
2019-02-06,1,Contains Palm Oil,Shame they contain palm oil (albeit labelled 'fat'). You would have thought that these would have been reformulated by now given all the publicity.,False
2019-02-06,1,chicken stockpots,why change what was great - no option for no starts,False
2019-02-11,5,Magnum White Ice Cream Bars,My husbands favorite - but impossible to find at any of my previous sources. I will check out Target. Thank you.,False
2019-02-11,5,Exactly what I wanted,"I'm really impressed! This was my first time using self-tan so I was nervous how it would turn out but it worked perfectly - a gradual tan that you can build up, very light texture so it dried quickly and didn't stain or streak. Love it!",False
2019-02-08,5,"Subtle, soft and good colour",A lovely subtle and soft colour to the skin. I am pale and use medium to dark. Dove scent and no fake tan smell so far. I use for 4-5 days in a row then once or twice weekly. Just Keep rubbing in gently till absorbed.,False
2019-02-07,5,Really good for sensitive skin,"As a regular user of a number of simple products, I was very impressed with there refreshing shower gel. I suffer with quite dry skin during the winter, and when using other brands of shower gel they can sometimes act harshly and leave my skin quite dry and flaky, especially on my face. However with this simple shower gel this is not the case. It does not irritate my skin in face it leaves my complexion looking clearer and my skin feeling soft. The size of the bottle is adequate for everyday use and regular use. And although the packaging is quite mild it does the job. I would definitely choose this shower gel out of the choice. A little bit goes a long way, and the product has a pleasent scent. [This review was collected as part of a promotion.]",False
2019-02-07,5,A gel that will refresh you !,"I love having a shower in the morning and moreover, using a really fresh shower gel. This is the first thing I need to have a great day. With the Simple Refreshing Shower Gel, this is exactly what I was looking for. Something simple and non-odorous. The Refreshing Shower Gel is the perfect blend of ingredients to clean and energise your skin. Perfect for even the most sensitive skin [This review was collected as part of a promotion.]",False
2019-02-06,4,Great smell and feeling!,"I got this product a few days ago and used it already many times. While you might think a refreshing shower gel is quite ""liquid"" in its form, you could feel the cucumber extrat, which i found great! Often, products say things on their bottle and don't truly mean it whereas the Simple Product was not one of them. Secondly, the smell is amazing and my skin has not badly acted upon it. I do think it is a good product but it might not please others as well! [This review was collected as part of a promotion.]",False
2019-02-11,5,Fresh!!!,I love the simple range! It's great for my sensitive skin! Had never tried the shower gel but it's now the only shower gel I will continue to use. Left me feeling fresh and knowing it's best for my skin makes me more likely to recommend. [This review was collected as part of a promotion.],False
2019-02-11,5,Great product!,"I always use simple products so when I got the notification to request this product I was very pleased. As always, Simple has produced another great product that says what it does on the tin. My skin reacts well to Simple products and I am very pleased with this shower gel. [This review was collected as part of a promotion.]",False
2019-02-08,5,Simple refreshing shower gel,Simple refreshing shower gel. Personally. Didn\u2019t. Liked. It. But. My. Daughter. Enjoying. Using. It. She. Love. It. And. Asked. Me. To buy. More when. It\u2019s. finished [This review was collected as part of a promotion.],False
2019-02-11,4,Good shower,"This is a really good shower gel for sensitive skin, there isn\u2019t an overwhelming fragrance which a lot other shower gels have and cause irritation without us even realising. The simple shower gel foams well, it\u2019s not drying yet still very refreshing. [This review was collected as part of a promotion.]",False
2019-02-11,5,Lovely Product,"Just like the rest of the simple range, this product is really kind to the skin. I have pretty sensitive skin so this is great for me and would defintley recommend to others. Simple design but works well. [This review was collected as part of a promotion.]",False
2019-02-10,4,Fresh and clean!,"This Simple shower gel is a clear gel that lathers up really really well, so you don't have to use much to feel clean. As like other Simple products, it doesn't have perfume, so it's pretty much odourless, with a hint of cucumber smell. It feels really natural whilst also making me feel clean, so will definitely be buying again! [This review was collected as part of a promotion.]",False
2019-02-07,5,Very nice,I always been a big fan of Simple shower gels they just never disappoint. This one smells really lovely And feels nice and kind to my skin. Perfect for everyday use and would always recommend it to a friend. [This review was collected as part of a promotion.],False
2019-02-07,5,Great product,"Love this shower gel mostly for its simplicity and the fact that it does not contain any nasty chemicals. The scent is simple and smells a bit like soap, it foams nicely on the skin and leaves it soft and hydrated. [This review was collected as part of a promotion.]",False
2019-02-06,5,Kind to Skin,"This shower gel really is simple to use. A small amount created a lovely thick lather that left my skin feeling incredibly clean, soft and refreshed. There's no perfume - just a clean, fresh smell and no skin irritation. [This review was collected as part of a promotion.]",False
2019-02-07,4,Classic,"Got for my husband for a change. Classic lynx deodorant. Don’t use too much, the smell can be overpowering but clean smell that last for the day.",False
2019-02-07,5,Life changing!,"My skin was dry, itchy and scaly and no matter what I did, nothing helped. I switched to Dove Deep Moisture body wash. All the commercials are right! It changed my skin after just the first use. My skin is so soft and all the itching has stopped. I feel like a different person. Love this product!",False
2019-02-07,5,Life changing!,"My skin was dry, itchy and scaly and no matter what I did, nothing helped. I switched to Dove Deep Moisture body wash. All the commercials are right! It changed my skin after just the first use. My skin is so soft and all the itching has stopped. I feel like a different person. Love this product!",False
2019-02-07,4,Smooth skin!,"This body lotion is generously sized and lasts for a long time, therefore great value for money. It's smooth to apply, leaves no sticky film on the skin and smells nice. It's a low key product that is really great for everyday use. [This review was collected as part of a promotion.]",False
2019-02-07,4,Vaseline intensive care Aloe soothe body lotion,"IV only used this Vaseline intensive care Aloe soothe body lotion a couple of time so far, this had a pleasant smell and soaked in my skin very quickly, so far very impressed with this product so would recommend to friends and family [This review was collected as part of a promotion.]",False
2019-02-07,5,Works like magic,Works like magic,True
2019-02-07,5,Great value for money!!!!,"Great value for money!!! Great buy, I didn't think twice.",True
2019-02-07,5,Not edible,Cleans hair well though,True
2019-02-07,5,Perfect,Good value.,True
2019-02-07,5,Not edible,Cleans hair well though,True
2019-02-07,5,Great value for money!!!!,"Great value for money!!! Great buy, I didn't think twice.",True
2019-02-07,5,"dur dur duh, tressssemme","Big bottle, low cost. Lets not go too deep.",True
2019-02-07,5,Does the job!,"No issues, does what it says",True
2019-02-07,3,Good for the price,Thought I was getting a bargain but found it cheaper elsewhere,True
2019-02-08,5,Yum x 1000,"This is absolutely indistinguishable from the finest dairy vanilla ice creams - it has a very sweet milky taste and proper ice cream texture, but is fully vegan! Have fun fooling your dairy-eating friends with it. They won’t believe it’s not dairy.",False
2019-02-08,5,lovely hand wash,"Liked this, lathers up nicely and has a lovely subtle fragrance. Left my hands feeling soft and clean, would definitely purchase again, good value product at £1.40!",False
2019-02-08,4,"Subtle Smell, Good Gel","Decent size bottle, with a firm lid. The smell is subtle, but quite nice and the gel is firm enough to wash with.",False
2019-02-08,5,a mans classic,Lovely and fresh!,False
2019-02-08,5,Divine,Obviously....chocolate. ice cream. what more to like?!,False
2019-02-08,5,Lovely ice cream,"We really enjoyed this, creamy ice cream with plenty of chocolate 'fish' pieces",False
2019-02-08,4,yummy,Really lovely rich creamy ice cream. Went down great with the kids. While its a good size tub its probably for of a treat than all the time purchase.,False
2019-02-08,3,Nice but very sweet,"Nice flavour, although very very sweet and texture seems a little artificial",False
2019-02-08,5,"Subtle, soft and good colour",A lovely subtle and soft colour to the skin. I am pale and use medium to dark. Dove scent and no fake tan smell so far. I use for 4-5 days in a row then once or twice weekly. Just Keep rubbing in gently till absorbed.,False
2019-02-08,5,Good,It's very good looked it good price and it big good size,False
2019-02-08,5,good item,for snacks,True
2019-02-08,3,Hard to spray with the nozzle,"Love the product, however it’s hard to spray. Would recommend though.",True
2019-02-08,5,Great value,Great value good service,True
2019-02-08,5,Great value,Great value good service,True
2019-02-08,5,Great value,Great value good service,True
2019-02-08,5,Smells amazing lasts for ages,Brilliant value for money,True
2019-02-08,5,Little bit of summer in a carton,Love it love it,True
2019-02-08,5,Little bit of summer in a carton,Love it love it,True
2019-02-08,4,"Good value, excellent wash.",Very effective washing pods.,True
2019-02-08,5,Great Value,Can’t go wrong Paid £15 for 3 packs.,True
2019-02-08,5,Great Value,Can’t go wrong Paid £15 for 3 packs.,True
2019-02-08,4,"Good value, excellent wash.",Very effective washing pods.,True
2019-02-09,5,Well worth trying for the first time won’t disapoint,"Like the smell, lathers well and a little goes a long way",True
2019-02-09,5,Excellent,Long lasting scent and barely any sweat.,True
2019-02-09,5,good value for money - will buy again,"large packs, works out cheaper than the shops. will order again.",True
2019-02-09,5,Best deodorant on the market,I have used this deodorant for the last 5 years and it is by far the best one I’ve every used! I could not be without it! I always had problems with sweat growing up and this has given me so much confidence!,False
2019-02-09,5,Ok,As expected,True
2019-02-09,5,original,The original smell of teenagers in the 90s,False
2019-02-09,4,Yum,What a treat! Thank you Ocado for sending this for me to review. Very chocolatey ice cream with nice extras like chocolate fish and marshmallow. Its very indulgent but lovely for an occasional treat.,False
2019-02-09,5,it's a keeper!,"I was sent this product to review, love the new style bottle, stands out a bit, the shower gel was a nice consistency, produced a good lather and had a great fresh scent, a lot of men's toiletries have a heavy scent but this was subtle, really liked it and will buy in the future.",False
2019-02-09,4,Hand Soap,"Feels nice on the hands, and aroma isnt cloying.",False
2019-03-09,5,Taste,Convenient,True
2019-02-11,5,Excellent value,Always bulk buy tresmemme from amazon,True
2019-02-10,2,Quality,Taste horrible and so hard,True
2019-02-09,5,Why so small jars?,First off love it after that what's left to say.... A bigger jar would be nice,True
2019-02-10,4,Does the job,"They are a little bit rough, I don’t know why but I thought they would be soft.",True
2019-02-10,2,Quality,Taste horrible and so hard,True
2019-02-09,5,Best deodorant on the market,I have used this deodorant for the last 5 years and it is by far the best one I’ve every used! I could not be without it! I always had problems with sweat growing up and this has given me so much confidence!,False
2019-02-11,5,Complete bargain!,"What's not to like? Awesome, long-lasting quality smell of Dove Men for a fraction of the price.",False
2019-02-09,5,Excellent,Long lasting scent and barely any sweat.,True
2019-02-11,1,Tastes nothing like it's supposed too.,Years ago I used to love pot noodles as a student but these were yuck! I had to add additional sauce and even then the pasta tasted like carboard. I was in a situation recently where I only has access to a kettle and chose these over mugshots.....big mistake!!,True
2019-02-10,5,A+++++,Fantastic buy. Speedy delivery.,True
2019-02-10,1,Allergy,"Although these were a great price, i have come out in a severe allergy, no idea why as i have used before with no problems",True
2019-02-09,4,A++++,Perfect. Persil is the best. Fast deluvery.,True
2019-02-09,5,good value for money - will buy again,"large packs, works out cheaper than the shops. will order again.",True
2019-02-11,4,Great Price for 2,Great price for 2 large shampoos. Tresemme is a good shampoo and I love using it,True
2019-02-09,5,Well worth trying for the first time won’t disapoint,"Like the smell, lathers well and a little goes a long way",True
2019-02-10,1,It leaked badly during transit,The bottle was on its side and the seal was broken. About 1/4 of it had leaked out into the box other the other stuff.,True
2019-02-11,5,Excellent value,Excellent value for money,True
2019-02-10,4,Surf liquid,Love the smell and washes great. Unfortunately it doesn't agree with my skin,True
2019-02-09,1,Terrible,It was spilled everywhere in the box again. Please can you tell me why it's doing that. Because it's looks like to me. It's been dropped or the box it came in have been shaken. The lid wasn't even on tidy. Absolutely disgusting. I will be contacting Amazon about this ok. Terrible.,True
2019-02-11,5,Complete bargain!,"What's not to like? Awesome, long-lasting quality smell of Dove Men for a fraction of the price.",False
2019-02-11,5,Excellent value,Always bulk buy tresmemme from amazon,True
2019-02-11,4,Great Price for 2,Great price for 2 large shampoos. Tresemme is a good shampoo and I love using it,True
2019-02-11,4,Good taste,Is actually good and practical to use the pot. Keeping hot for a while. Easy to make.,True
2019-02-10,5,love this,"Kids love this, great chocolate flavour.",False
2019-02-10,5,Amazing,"This is an ice cream classic. I enjoyed it when I was young and now my children love it too. They like to count how many chocolate fish they've got, which is usually a lot!",False
2019-02-10,3,chocalate ice cream,"probably out least favourite Ben & Jerrys ice cream. too sickly , too chocolaty . still all gets eaten with smiles on faces . but better flavours out there",False
2019-02-10,1,Allergy,"Although these were a great price, i have come out in a severe allergy, no idea why as i have used before with no problems",True
2019-02-11,4,Nice moisturiser,This is a great everyday moisturisor for all skin types. It has quite a runny texture meaning that it is easy to spread across your body. The smell is very fresh and subtle. It blends in to the skin quickly. [This review was collected as part of a promotion.],False
2019-02-11,2,No white ones,Whenever we but these they never contain any white chocolate ones,False
2019-02-11,5,Yummy.,One of many favourites.,False
2019-02-11,5,unreal!,"Absolutely gorgeous. Rich, gooey, marshmallowey goodness. Bonus when you get a phish!!",False
2019-02-11,4,Tasty!,"My children love this flavour, I think it is the novelty of having chocolate fish to find. For me it is a bit too sickly sweet but ok in small quantities.",False
2019-02-11,5,great,"We have hard water, and have had problems with adding tap water to our old iron. This ironing water has a lovely scent and keeps our iron from developing limescale.",False
2019-02-11,1,Rash,Ive used Simple products before as I have sensitive skin and am allergic to certain products however using this product Ive come out in a rash on my face which hasnt gone all day.,False
2019-02-11,4,Nice moisturiser,This is a great everyday moisturisor for all skin types. It has quite a runny texture meaning that it is easy to spread across your body. The smell is very fresh and subtle. It blends in to the skin quickly. [This review was collected as part of a promotion.],False
2019-02-12,5,Incredibly hydrating,So happy that I chose to buy this as it is incredibly soothing and refreshing on my skin. I applied it to my whole body and every inch of my skin felt soft and smooth and it lasted all day! There is a good amount of product in the bottle and I will definitely be using it every day. Just bought two more as it is so good.,False
2019-02-12,5,Exactly what I wanted,"I'm really impressed! This was my first time using self-tan so I was nervous how it would turn out but it worked perfectly - a gradual tan that you can build up, very light texture so it dried quickly and didn't stain or streak. Love it!",False
2019-02-12,5,Magnum White Ice Cream Bars,My husbands favorite - but impossible to find at any of my previous sources. I will check out Target. Thank you.,False
2019-02-12,5,Exactly what I wanted,"I'm really impressed! This was my first time using self-tan so I was nervous how it would turn out but it worked perfectly - a gradual tan that you can build up, very light texture so it dried quickly and didn't stain or streak. Love it!",False
2019-02-12,5,Best flavour,"This and Cookie Dough are the best Ben and Jerrys! So tasty, i can't stop once i've started.",False
2019-02-12,5,Yummy,"Whats not to like! Creamy, very chocolate tasting with big hunks of chocolate.",False
2019-02-12,5,Perfect after dinner treat!,Love this size of magnums as much better for a dessert in this house than a full size magnum. Mint is my personal favourite on the flavours!,False
2019-02-12,5,Great buy excellent money saver.well recommended,Excellent buy,True
2019-02-12,5,To Johnny Hadden,You are wrong,False
2019-02-12,1,Several pots had no flavouring,Literally no curry powder or anything on the noodles besides the sachet. Barely edible.,True
2019-02-12,5,great fragrance,I like this conditioner,True
2019-02-12,5,Good product,"Fast dilivery. Nicely packed, makes my washing fresh and clean",True
2019-02-12,5,Good product,"Fast dilivery. Nicely packed, makes my washing fresh and clean",True
2019-02-12,5,Good product,"Fast dilivery. Nicely packed, makes my washing fresh and clean",True
2019-02-12,2,Damaged,Just opened it all the liquid came out all over the box lids snapped,True
2019-02-12,5,Good product,"Fast dilivery. Nicely packed, makes my washing fresh and clean",True
2019-02-12,5,Good money saver .washing smells lovely .Well recommended,Excellent buy,False
2019-02-12,5,DELICIOUS,What's to say of the tasty beef and tomato? Just add some grated cheddar cheese before you mix it for the 2nd time and let it sit for a minute... you won't regret it!,True
2019-02-12,5,To Johnny Hadden,You are wrong,False
2019-02-13,4,N\A,Haven't tried it yet but the smell is nice,True
2019-02-13,5,Relief!,I recently developed eczema for the first time due to an allergic reaction. I would wake up several times during the night clawing at my arms and legs to stop the itching. While reading labels in the store I saw that this product was accepted by the National Eczema Association and decided to give it a try. By the next day the itching was tolerable. By the fifth day the redness and swelling were all but gone. Still using it every day and my skin feels better each day! Thank You!!!,False
2019-02-13,4,Nice and light!,I am quite enjoying using this concealer at the moment! The coverage is quite light and I usually apply under the eyes etc after foundation just to brighten up my face. It does the job well! No complaints So far at all! [This review was collected as part of a promotion.],False
2019-02-13,4,Comes with it's own pot,"I was stoned so need more pot and with this pot, it helps with the munchies. I must be stoned to give this stuff 4 stars. But it's quick and easy and may be made of real food. But I expect that depends on you definition of real food. I just wish I had another pot as have the MUNCHIES now. Must be all the talk of pot.",True
2019-02-13,4,N\A,Haven't tried it yet but the smell is nice,True
2019-02-13,4,Good,That was a good deal.,False
2019-02-13,5,its classic!,It is very sweet but in small portions makes a very indulgent treat as it is pretty much perfect!,False
2019-02-13,5,the best thing ever,"I mean, guys, it's amazing. Those little choccy fish and the secret deposits of marshmallow make every bite a delicious adventure of joy. I love it",False
2019-02-13,4,Yumm,not my usual flavour but tried this for a change and pleasantly suprised,False
2019-02-13,5,FREEBIE,Thoroughly recommend great clean and smell,False
2019-02-13,4,Nice and light!,I am quite enjoying using this concealer at the moment! The coverage is quite light and I usually apply under the eyes etc after foundation just to brighten up my face. It does the job well! No complaints So far at all! [This review was collected as part of a promotion.],False
2019-02-13,5,Excited to wash clothes...??,Cheapest I’d found at £6 for the quantity you get. Hopefully it’ll be back on offer again soon,True
2019-02-14,5,Love it,The only deodorant I'll ever use and have done for the past 3 years straight.,False
2019-02-14,5,Been using these for years,I2019ve been buying these for years now because they not only clean but hydrate my skin too. I have noticed my skin feeling nice and soft and cool and brighter! I love this product and recommend people to try it. Really good for on the go! [This review was collected as part of a promotion.],False
2019-02-14,5,Removes waterproof mascara easily,These are the best makeup wipes I've ever tried! I wear quite a few layers of waterproof mascara and usually taking it off is a nightmare but this removes it without any effort as they're very moist. My eye area is very sensitive but these don't sting at all. The actual wipes are a good size so you can take foundation and mascara off with one wipe which makes the pack last a lot longer. The packaging is also nice and fun which is always a bonus! [This review was collected as part of a promotion.],False
2019-02-15,5,Incredible shampoo.... soft and sleek afterwards,Has repaired all my dry ends.... INCREDIBLE,True
2019-02-14,5,Bought When On Offer,"Exactly the same as you would buy in the shops, just better value",True
2019-02-14,5,Been using these for years,I've been buying these for years now because they not only clean but hydrate my skin too. I have noticed my skin feeling nice and soft and cool and brighter! I love this product and recommend people to try it. Really good for on the go! [This review was collected as part of a promotion.],False
2019-02-14,5,Removes waterproof mascara easily,These are the best makeup wipes I've ever tried! I wear quite a few layers of waterproof mascara and usually taking it off is a nightmare but this removes it without any effort as they're very moist. My eye area is very sensitive but these don't sting at all. The actual wipes are a good size so you can take foundation and mascara off with one wipe which makes the pack last a lot longer. The packaging is also nice and fun which is always a bonus! [This review was collected as part of a promotion.],False
2019-02-14,4,"Taste is OK, pretty high in calories","At about 400 kcal, this is definitely no soup for a calorie-controlled diet!",True
2019-02-14,5,Bought When On Offer,"Exactly the same as you would buy in the shops, just better value",True
2019-02-14,4,"Taste is OK, pretty high in calories","At about 400 kcal, this is definitely no soup for a calorie-controlled diet!",True
2019-02-14,5,Washing,Grate value for money,True
2019-02-14,1,Poor delivery .,Product burst in transit.,True
2019-02-14,4,Good value in this large size,Leaves clothes smelling lovely and keeps them soft.,True
2019-02-14,5,I like it,Recommend,True
2019-02-14,5,I like it,Recommend,True
2019-02-14,5,I like it,Recommend,True
2019-02-14,5,I like it,Recommend,True
2019-02-15,5,AMAZING,"i have an autoimmune disease called dermatomyositis that causes dry and itchy, and occasionally i scratch so much that it break skin, this lotion has been a god send for me! On top of the DM i am pregnant and use it on my belly, it leaves my skin soft. Use it every night after a shower.",False
2019-02-15,5,Great for sensitive skin,"So happy I tried these make up wipes. I have sensitive skin and no make up wipes are good for me, I2019ve tried lots of different brands but these are the best I2019ve tried by far. Definitely going to continue buying. [This review was collected as part of a promotion.]",False
2019-02-15,5,Refreshing,"These are super easy to use,I have them in my gym bag to take off my makeup before working out and they do a good job of taking my makeup off without irritating my skin or leaving it smeared all over my face. They smell nice too [This review was collected as part of a promotion.]",False
2019-02-15,5,My man loves it,My mans favourite and I love the smell,True
2019-02-15,5,Refreshing,"These are super easy to use,I have them in my gym bag to take off my makeup before working out and they do a good job of taking my makeup off without irritating my skin or leaving it smeared all over my face. They smell nice too [This review was collected as part of a promotion.]",False
2019-02-15,5,Great for sensitive skin,"So happy I tried these make up wipes. I have sensitive skin and no make up wipes are good for me, I've tried lots of different brands but these are the best I've tried by far. Definitely going to continue buying. [This review was collected as part of a promotion.]",False
2019-02-15,5,Amazing - cpuldnt recommend more,"I absolutely love this tan, I've tried the so many gradual moisteriser tans I've lost count, they often go streaky, don't tan you or make you go orange.. and smell awful!! But not this one... I never write reviews but had to with this, is smells lovely when it's on, by morning there's is a tan smell but after a shower it's gone, it's not streaky, builds up nicely & looks great!!",False
2019-02-15,5,can't go without it,I live on my own but the jar never goes out of date. it's the only thing I would HAVE to take with me if I emigrated!,False
2019-02-15,5,This is so good!,"A tub never lasts long in our house as its so delicious! Especially the little chocolate fish, they are so incredibly moreish! Really nice ice-cream and not too sweet.",False
2019-02-15,4,Delicious!,"Absolutely delicious! Strangely, the kids were not fans.... but I definitely am!",False
2019-02-15,3,Easy to use,"Ease of use is an obvious advantage and clothes come out smelling great. However, effectivity does not seem to be as good as the Persil non-bio liquid that I normally use.",False
2019-02-15,5,Incredible shampoo.... soft and sleek afterwards,Has repaired all my dry ends.... INCREDIBLE,True
2019-02-15,5,Peefect,Perfect stay moist in the packet instead of drying out after a while!,True
2019-02-15,5,My man loves it,My mans favourite and I love the smell,True
2019-02-16,5,Great results,I am so glad I tried These wipes I've been searching for the right ones for months. These micellar wipes are really big which is brilliant great smell and they do the job. Removes make up really well and is just amazing. I will definitely be buying these again. [This review was collected as part of a promotion.],False
2019-02-16,5,Clean fresh skin!,"I love using micellar water to clean my skin and makeup and these micellar wipes are amazing in both jobs! The size of the wipe is superb to clean whole face and neck in one go and after using it my skin feels clean, soft and fresh. I did not get any kind of reaction to the product, so it is a win win for people with bit sensitive skin. These wipes are full of moisture and remove waterproof mascara so nicely and easily. The best part is that these wipes have no nasties in them so safe and gentle on skin. Overall it is a must for every one! [This review was collected as part of a promotion.]",False
2019-02-16,5,Amazing,I received these today and oh my god they are great!! They took my make up of easily and the wipes to me are soft. I love them compared to the wipes I use just now I definitely will be buying these again!!! [This review was collected as part of a promotion.],False
2019-02-16,5,Perfect daily wash for my sensitive,"I have blemish prone skin, so using a good quality face wash is essential. Simple leaves my skin feeling refreshed and revitalised. I use it every morning and every evening. It gently cleanses and removes make up and impurities. Perfect for my sensitive skin, I love it! [This review was collected as part of a promotion.]",False
2019-02-16,5,Skin feeling refreshed,I like this product because when i used it it made my face feel refreshed.It is a good product because it is kind to skin and it contains no artificial perfumes or colours which would make it suitable for sensitive skins.I recommend this product very much. [This review was collected as part of a promotion.],False
2019-02-16,5,Very useful,"I used it once I got it. It keeps my skin quite clean and no any strong smells. No alcohol, makes my skin feel better because my skin is quite sensitive. It2019s easy to wash too. Also it is a see through container. [This review was collected as part of a promotion.]",False
2019-02-16,5,Softest and Refreshed Skin,This is one of the most affordable yet effective facial washes that I have ever tried! It leaves the skin feeling refreshed and cleansed with no feeling of dryness. For sure a cult skincare product and I would definitely repurchase again! [This review was collected as part of a promotion.],False
2019-02-16,5,"Lynx Black Shower Gel,",Smells really pleasant....,True
2019-02-16,5,family favourite,Our whole family loves this ice cream!,False
2019-02-16,5,Very useful,"I used it once I got it. It keeps my skin quite clean and no any strong smells. No alcohol, makes my skin feel better because my skin is quite sensitive. It's easy to wash too. Also it is a see through container. [This review was collected as part of a promotion.]",False
2019-02-16,5,Softest and Refreshed Skin,This is one of the most affordable yet effective facial washes that I have ever tried! It leaves the skin feeling refreshed and cleansed with no feeling of dryness. For sure a cult skincare product and I would definitely repurchase again! [This review was collected as part of a promotion.],False
2019-02-16,5,Perfect daily wash for my sensitive,"I have blemish prone skin, so using a good quality face wash is essential. Simple leaves my skin feeling refreshed and revitalised. I use it every morning and every evening. It gently cleanses and removes make up and impurities. Perfect for my sensitive skin, I love it! [This review was collected as part of a promotion.]",False
2019-02-16,5,Skin feeling refreshed,I like this product because when i used it it made my face feel refreshed.It is a good product because it is kind to skin and it contains no artificial perfumes or colours which would make it suitable for sensitive skins.I recommend this product very much. [This review was collected as part of a promotion.],False
2019-02-16,5,Great results,I am so glad I tried These wipes I've been searching for the right ones for months. These micellar wipes are really big which is brilliant great smell and they do the job. Removes make up really well and is just amazing. I will definitely be buying these again. [This review was collected as part of a promotion.],False
2019-02-16,5,Clean fresh skin!,"I love using micellar water to clean my skin and makeup and these micellar wipes are amazing in both jobs! The size of the wipe is superb to clean whole face and neck in one go and after using it my skin feels clean, soft and fresh. I did not get any kind of reaction to the product, so it is a win win for people with bit sensitive skin. These wipes are full of moisture and remove waterproof mascara so nicely and easily. The best part is that these wipes have no nasties in them so safe and gentle on skin. Overall it is a must for every one! [This review was collected as part of a promotion.]",False
2019-02-16,5,Amazing,I received these today and oh my god they are great!! They took my make up of easily and the wipes to me are soft. I love them compared to the wipes I use just now I definitely will be buying these again!!! [This review was collected as part of a promotion.],False
2019-02-16,3,pot noodle,Absolutely NO nutrition in these whatsoever..you even feel like youre eating rubbish...bit never the less..moreish and very quick and convenient if you need to eat something on the fly,False
2019-02-16,1,pure salt,Used in a chicken and mushroom pie filler. Thought it would add a nice flavour. All it added was salt. Lots of it. Pie filler ruined and chucked in bin. Plus a layer of my tongue missing after tasting! I like seasoning but this was over the top. Like when u accidentally swallow sea water.,False
2019-02-16,5,"Lynx Black Shower Gel,",Smells really pleasant....,True
2019-02-16,1,Buy from your supermarket,Tiny little bottles that are not worth the money,True
2019-02-16,5,*.*,Lovely smellllllll,True
